Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,..,20289627636.6767,46577793184.0031,48415657264.8758,49997186439.0916,43107506024.3254,44766722790.5826,48589100043.0954,54163591695.32,54178877605.9999,53589609580.7099,61526331889.499
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,214877638.378336,419845231.77897,1191045573.19991,1284763287.27352,1335584911.8002,1307082934.28683,1378543909.3128,1483793468.06299,1574622018.23326,1570093229.25588,1545888426.23031,1645213881.62016
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,917044228.00846,..,..,4574495666.99509,5021956321.12103,5331761394.25487,5529873479.87157,5609000000,5850677295.70037,6476674591.87472,6965285324.52156,7292721820.00001
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,126048148263.098,151753369491.916,434400545085.811,400886013595.573,381198869776.106,346709790458.563,323585509674.481,381448814653.456,404842116738.074,387934574098.17,335442101366.417,419946428126.008
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,536558591250.408,598363313494.903,1324744314781.64,1355142585077.65,1371222712535.68,1195599995808.59,1232912963206.23,1312539279462.36,1420994142512.16,1393046093137.25,1281484640043.58,1425276586282.92
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,8032551173.24014,16330814179.9766,68434409315.1123,74317806538.3632,79356449840.5771,80604080688.5775,82401038709.5356,87428128123.7209,87963042340.7745,83902574442.8014,80969683537.4541,84518830392.6157
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,217259259.259259,421695769.843918,826231629.62963,875376407.407407,954062481.481481,958407222.222222,1008942296.2963,1060638333.33333,1078505888.88889,1164877851.85185,980905888.888889,976150666.666667
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,579629629.62963,932592592.592592,1605146777.77778,1664816740.74074,1755130814.81481,1808079888.88889,1865513429.62963,1996771440.74074,2065127262.96296,2118791548.14815,1616772748.14815,1764901133.33333
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..,..,..,..,772921756.347188,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,240366666.666667,427946038.687133,730032600.112785,764781242.711841,770901436.441118,786554580.796867,814302267.073348,847620214.758074,884328180.526933,910149698.909411,872134546.803407,889775243.378352
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,33641222222.2222,12257418326.0734,63195499524.2094,66026600235.4524,76818327441.6497,84985132167.2171,102943741648.824,129717804934.614,32333780383.2924,32338079165.2893,26987563444.1489,34326058557.4359
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,388400000,947671969.69697,4980000000,5145757575.75758,5240606060.60606,5126291450.81511,3317438910.83068,3591623596.03082,3996247906.19765,3984483762.37123,2884248048.49068,2862131979.69543
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,261846194498.885,262835454366.855,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.547,541018749769.097,555455371487.089,533879529188.454,541487151474.557,627437898887.29
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,265987061618.198,279841151705.353,692109693986.886,712748124222.61,734396591036.932,702149580770.901,695600652899.283,704478516963.855,735539301552.674,731767398052.879,752248045730.11,812866928867.47
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,23904498886.4143,80590022271.7149,44117799606.7108,22552466245.3309,22075987601.9306,17622064891.81,12453459334.7204,16340665431.5167,21445775363.8597,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,2631768953.06859,860521119.298753,7633049792.09321,8448469837.53831,9112544556.05962,8271454300.59548,6992393787.40891,7536439875.08334,7765014424.33779,8300784856.87904,8133996647.90397,8746270636.40142
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,4258743262.82876,13375976353.6994,39650530214.3287,45680532613.7591,49964788814.0926,47378599025.3044,49774021003.0748,53320625958.5628,57003713610.7625,61136873692.3985,62409709110.9538,67775101794.3478
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,85343063965.9182,126392233706.79,397558222957.17,420333203150.426,407339454060.678,401296437424.995,413366150655.591,456356961443.497,506754616189.315,544081056184.697,499681757030.968,505981655622.305
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,..,367087900,1160389500,1395519600,1447307100,1594410900,1650618500,1615609700,1583876200,2047931700,1902156800,1959134743.83541
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,1628427515.41881,1491891107.95711,3873308389.30006,4321655656.33177,4574986536.90791,4180866177.03946,6031632168.17391,6395472574.41445,7112200725.00232,7220395247.7424,7574636978.66175,8413200567.6151
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,113563821.577404,204849612.592276,470714083.426751,450643615.180528,439878828.008608,437006227.162781,420540178.571429,460379144.989821,489235527.395387,512350059.421629,488829964.070819,..
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,5068000000,8154338232.95978,25781712702.8567,27294453245.3822,27642525749.3456,25191551350.4204,22373566809.8206,23180107751.9208,23820742956.9744,23886216403.3455,21392536137.7724,21391802311.0118
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,12290568181.8182,21473261837.0176,47311159485.2423,48684187850.0646,50271072627.6727,45780128466.5579,44360614525.1397,42164007605.1914,42685972269.4473,41772900763.3588,42514151614.2796,46840042941.4922
GDP (current US$),NY.GDP.MKTP.CD,Turkiye,TUR,150676291094.21,274302959053.103,880556375779.51,957783020853.031,938952628604.067,864316670330.882,869692960365.551,858996263095.858,778471901665.148,761004425605.414,719954821683.31,815271751724.423
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,3188097768.33156,2904662604.82053,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36169428571.4286,37926285714.2857,40765428571.4286,45231428571.4286,..,..
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..,..,727161000,754238000,841070000,942070000,1032452000,1022365000,1113178000,1197415000,924583000,943269768
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,8824447.74022325,15074211.5027829,39345620.2112239,38617493.7246573,38759689.9224806,36811659.5297123,41629497.4724948,45217657.8786021,47818290.4961148,54223149.1136601,55054710.6186773,63100961.5384615
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,4304398865.88268,6193246837.09687,27305915761.2918,28915786996.5518,32612397758.4579,32387183844.6699,29203988814.8973,30744473911.5312,32927025573.4296,35353060634.2022,37600368180.9399,40434701516.9528
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,81393558423.4406,32375280320.5765,182592416468.527,190498811460.028,133503411375.739,91030959454.6961,93355993628.5042,112090530368.543,130891049796.879,153882982016.281,156617861448.576,200085537744.354
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,50701443748.2975,104337372362.151,374590657683.251,390107528483.058,403137207534.971,358134944420.504,357045156018.56,385605506854.881,422215043584.969,417215559513.364,358868765174.924,..
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,1093169389204.55,1662127402027.54,2719158341005.79,2803291406029.93,3087165602962.86,2956573778737.76,2722851958486.23,2699016715111.39,2900791442554.06,2878673912414.44,2756900214107.32,3186859739185.02
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,5963144000000,10250947997000,16253972230000,16843190993000,17550680174000,18206020741000,18695110842000,19479620056000,20527156026000,21372572437000,20893743833000,22996100000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,9298839655.23138,22823255801.8447,51264390116.4909,57531233350.9101,57236013086.1223,53274304222.136,57236652490.1699,64233966861.2518,64515038268.1373,61231149880.5857,53560755046.5726,59319547636.0876
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,13360607917.8773,13760513969.314,67517349212.0609,73180036692.3255,80845384375.1236,86196265191.6645,86138288615.1218,62081323299.0324,52633143808.1824,59907674027.4676,59894305352.8955,69238903106.1738
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,168879207.244148,272014693.050806,747839697.746593,758304466.245339,772315721.265827,730870581.672312,780889605.899977,880062103.045053,914736985.430944,936526267.622513,896827873.114925,983469256.849629
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,48598315565.032,117140723529.412,381286237847.667,371005379786.566,482359318767.703,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,6471740805.56984,31172518403.3162,195592471672.748,213710932339.105,233449971628.523,239257234710.757,257095955975.529,281353402175.236,308702086757.617,330391329475.734,343242570827.351,362637524070.969
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,..,..,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3922000000,4117000000,4204000000,..
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,..,4313600000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18036800000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,5647119229.00763,9652436179.64605,35401341663.0425,40415235701.9871,43228585321.3272,42444495590.1077,31317828583.5859,26842231204.8047,21606161066.2074,21887614217.1746,18840511908.2484,21061691629.5369
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,3285217391.30435,3600683039.73254,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311590296.7021,23308667781.2258,18110631358.3114,21203059080.3507
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,8783816700,6689957600,17114849900,19091020000,19495519600,19963120600,20548678100,17584890936.6523,18115543790.7855,19284289739.0517,18051170798.941,26217726717.3386
GDP (current US$),NY.GDP.MKTP.CD,Africa Eastern and Southern,AFE,253224041095.044,283925424524.95,973043454994.634,983937046710.893,1003678868706.97,924252536256.503,882355055412.759,1020647235171.22,991022252916.702,997534042075.187,921645942921.888,1082095608968.23
